id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
479411,Ortalis,guttata,,birds,Speckled Chachalaca,Dante Buzzetti,Brazil,"Rio Chandless,Parque Estadual Chandless,Manoel Urbano,Acre",-9.546,-70.023,200,chorus,,,field recording,//xeno-canto.org/479411,https://xeno-canto.org/479411/download,XC479411-Ortalis guttata DCB 604-5.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC479411-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC479411-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC479411-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC479411-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC479411-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC479411-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC479411-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:31,7:00,2008-02-18,2019-06-07,"['Trogon collaris', 'Lipaugus vociferans']",DCB 604-5,no,no,no,,,no,,,44100
420586,Ortalis,guttata,,birds,Speckled Chachalaca,Yair Guillermo Molina Martínez.,Colombia,"La Palestina, Villagarzón, Putumayo",0.9382,-76.5938,340,"call, song",,,field recording,//xeno-canto.org/420586,https://xeno-canto.org/420586/download,XC420586-Ortalis guttata 8 15 am mocoa.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/UQUOPFIYYQ/ffts/XC420586-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UQUOPFIYYQ/ffts/XC420586-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UQUOPFIYYQ/ffts/XC420586-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UQUOPFIYYQ/ffts/XC420586-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UQUOPFIYYQ/wave/XC420586-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UQUOPFIYYQ/wave/XC420586-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UQUOPFIYYQ/wave/XC420586-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,2:06,08:15,2017-11-14,2018-06-15,[],,no,no,no,,,no,,,48000
408947,Ortalis,guttata,,birds,Speckled Chachalaca,Rosendo Fraga,Peru,"Camp Site Sepriato2, Cusco, coordinates-11.49, -72.47",-11.5833,-72.95,400,call,,,field recording,//xeno-canto.org/408947,https://xeno-canto.org/408947/download,XC408947-OrtalisgutPeru54b1 (2).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC408947-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC408947-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC408947-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC408947-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC408947-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC408947-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC408947-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:08,09:00,2007-07-18,2018-04-03,[],Calls of a group.,unknown,unknown,unknown,,,no,,,16000
361488,Ortalis,guttata,,birds,Speckled Chachalaca,Andres Angulo,Colombia,"Villavicencio, Meta",4.0732,-73.6782,440,call,,,field recording,//xeno-canto.org/361488,https://xeno-canto.org/361488/download,XC361488-RC_45_Ortalis_guttata_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC361488-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC361488-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC361488-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/ffts/XC361488-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/wave/XC361488-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/wave/XC361488-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CJQNNUYOQE/wave/XC361488-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:16,08:30,2016-10-15,2017-03-27,[],A small flock of about 5 individuals were heard on gallery forest. Recording distance was 15 meters. ,yes,yes,no,,,no,,,48000
353765,Ortalis,guttata,guttata,birds,Speckled Chachalaca,Susan Hochgraf,Ecuador,"Yarina Lodge, Rio Napo, Orellana",-0.4667,-76.8334,320,flock,,,field recording,//xeno-canto.org/353765,https://xeno-canto.org/353765/download,"XC353765-Speckled Chachalaca, Yarina EcoLodge, Orellana, Ecuador. 7.15am January 18, 2017.MP3","{'small': '//xeno-canto.org/sounds/uploaded/RHARFLKISN/ffts/XC353765-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RHARFLKISN/ffts/XC353765-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RHARFLKISN/ffts/XC353765-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RHARFLKISN/ffts/XC353765-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RHARFLKISN/wave/XC353765-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RHARFLKISN/wave/XC353765-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RHARFLKISN/wave/XC353765-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:59,07:15,2017-01-18,2017-02-01,[],Natural recording. Flock high in trees and not seen.,no,no,no,,,no,,,48000
345391,Ortalis,guttata,,birds,Speckled Chachalaca,Dan Lane,Bolivia,"Trinidad, Cercado, Beni Department",-14.8818,-64.8515,160,call,,,field recording,//xeno-canto.org/345391,https://xeno-canto.org/345391/download,XC345391-Ortalis guttata160901_T1136.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC345391-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC345391-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC345391-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC345391-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/wave/XC345391-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/wave/XC345391-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/wave/XC345391-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:18,05:30,2016-09-01,2016-12-07,"['Leptotila verreauxi', 'Phacellodomus ruber', 'Tyrannus melancholicus', 'Pitangus sulphuratus', 'Thamnophilus doliatus']",Popping notes from a pair as they moved about in bare tree about 2-4m up in open seasonally flooded campo with small trees scattered.,yes,yes,no,,,no,,,44100
345136,Ortalis,guttata,,birds,Speckled Chachalaca,Tulio Dornas,Brazil,"rio Madeira, Porto Velho, Rondônia",-9.5549,-65.3226,120,song,,,field recording,//xeno-canto.org/345136,https://xeno-canto.org/345136/download,XC345136-Ortalis_guttata-1846564.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MTUQGBMRNC/ffts/XC345136-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MTUQGBMRNC/ffts/XC345136-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MTUQGBMRNC/ffts/XC345136-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MTUQGBMRNC/ffts/XC345136-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MTUQGBMRNC/wave/XC345136-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MTUQGBMRNC/wave/XC345136-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MTUQGBMRNC/wave/XC345136-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:06,10:00,2011-02-25,2016-12-05,[],"Near of Abunã District, bank right of Madeira River!",yes,yes,no,,,no,,,44100
301731,Ortalis,guttata,guttata,birds,Speckled Chachalaca,Brayan Coral Jaramillo,Colombia,"Vda/ Zarzal , Mocoa, Putumayo",1.1169,-76.6176,800,song,,,field recording,//xeno-canto.org/301731,https://xeno-canto.org/301731/download,XC301731-Ortalis guttata.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WWJLCULTPC/ffts/XC301731-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WWJLCULTPC/ffts/XC301731-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WWJLCULTPC/ffts/XC301731-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WWJLCULTPC/ffts/XC301731-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WWJLCULTPC/wave/XC301731-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WWJLCULTPC/wave/XC301731-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WWJLCULTPC/wave/XC301731-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:33,17:30,2016-01-27,2016-01-30,[],,yes,yes,no,,,no,,,48000
245449,Ortalis,guttata,,birds,Speckled Chachalaca,Oscar Humberto Marín Gómez,Colombia,"Finca La Envidia, Vereda Puna Puna, Tame, Arauca",6.33,-71.77,305,song,,,field recording,//xeno-canto.org/245449,https://xeno-canto.org/245449/download,XC245449-150402_2271C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245449-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245449-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245449-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245449-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245449-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245449-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245449-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:45,09:20,2015-04-02,2015-05-23,[],"ID accurancy: 75%. Habitat: Second growth forest border near to Rio Puna Puna. Distance to mic: 100 m. Tascam DR-100MKII, Sennheiser ME66. Reference: 150402_2271C.",no,no,no,,,no,,,48000
245244,Ortalis,guttata,,birds,Speckled Chachalaca,Oscar Humberto Marín Gómez,Colombia,"Bosque El Algarrobo, Vereda San Pedro, Tamara, Casanare",5.76,-72.2,560,song,,,field recording,//xeno-canto.org/245244,https://xeno-canto.org/245244/download,XC245244-150321_2115.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245244-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245244-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245244-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245244-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245244-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245244-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC245244-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,1:16,09:35,2015-03-22,2015-05-23,[],"Grupo en bosque. ID accurancy: 95%. Habitat: bosque secundario. Distance to mic: 300 m. Tascam DR-100MKII, internal mic. Reference: 150321_2115",no,no,no,,,no,,,48000
244661,Ortalis,guttata,,birds,Speckled Chachalaca,Oscar Humberto Marin-Gomez,Colombia,"Bosque El Algarrobo, Vereda San Pedro, Tamara, Casanare",5.8057,-72.2132,600,"call, ?",,,field recording,//xeno-canto.org/244661,https://xeno-canto.org/244661/download,XC244661-150322_2104_1000_0350 Misterio.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244661-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244661-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244661-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244661-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC244661-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC244661-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CSUHASNRSU/wave/XC244661-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:16,06:10,2015-03-22,2015-05-23,[],Habitat: Second growth forest near to stream (Bosque de Vega). Distance to mic: 30 m. Tascam DR-100MKII with Sennheiser ME66. Reference: 150322_2104_1000_0350. Thanks to Dan Lane for de ID.,no,no,no,,,no,,,48000
226982,Ortalis,guttata,,birds,Speckled Chachalaca,Peter Boesman,Peru,"Villa Rica Coffee plantations, Pasco",-10.6666666667,-75.3333333333,,dawn chorus,,,field recording,//xeno-canto.org/226982,https://xeno-canto.org/226982/download,XC226982-Speckled Chachalaca B 882.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226982-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226982-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226982-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226982-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226982-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226982-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226982-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:14,07:15,2008-08-02,2015-03-23,[],ID certainty 100%. (Archiv. tape 535 side A track 141 seq. A),unknown,unknown,unknown,,,no,,,32000
226981,Ortalis,guttata,,birds,Speckled Chachalaca,Peter Boesman,Peru,"Villa Rica Coffee plantations, Pasco",-10.6666666667,-75.3333333333,,dawn chorus,,,field recording,//xeno-canto.org/226981,https://xeno-canto.org/226981/download,XC226981-Speckled Chachalaca B 881.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226981-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226981-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226981-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226981-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226981-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226981-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226981-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:22,07:15,2008-08-02,2015-03-23,[],ID certainty 100%. (Archiv. tape 535 side A track 140 seq. B),unknown,unknown,unknown,,,no,,,32000
226980,Ortalis,guttata,,birds,Speckled Chachalaca,Peter Boesman,Peru,"Villa Rica Coffee plantations, Pasco",-10.6666666667,-75.3333333333,,dawn chorus,,,field recording,//xeno-canto.org/226980,https://xeno-canto.org/226980/download,XC226980-Speckled Chachalaca A 883.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226980-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226980-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226980-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226980-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226980-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226980-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226980-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:27,07:15,2008-08-02,2015-03-23,[],ID certainty 100%. (Archiv. tape 535 side A track 143 seq. A),unknown,unknown,unknown,,,no,,,32000
226979,Ortalis,guttata,,birds,Speckled Chachalaca,Peter Boesman,Peru,"Morro de Calzada, San Martín",-6,-77.0833333333,,dawn chorus,,,field recording,//xeno-canto.org/226979,https://xeno-canto.org/226979/download,XC226979-Speckled Chachalaca B 880.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226979-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226979-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226979-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226979-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226979-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226979-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226979-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:19,08:30,2008-01-01,2015-03-23,[],ID certainty 100%. (Archiv. tape 524 side A track 93 seq. A),unknown,unknown,unknown,,,no,,,32000
180693,Ortalis,guttata,,birds,Speckled Chachalaca,Mike Nelson,Peru,"Lago Lindo, San Martin",-6.7394,-76.2311,650,"call, song",,,field recording,//xeno-canto.org/180693,https://xeno-canto.org/180693/download,XC180693-Speckled ChachalacaLL32014.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180693-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180693-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180693-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180693-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180693-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180693-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180693-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:50,10:00,2014-05-21,2014-06-03,[],,yes,yes,no,,,no,,,44100
180692,Ortalis,guttata,,birds,Speckled Chachalaca,Mike Nelson,Peru,"Lago Lindo, San Martin",-6.7394,-76.2311,650,"call, song",,,field recording,//xeno-canto.org/180692,https://xeno-canto.org/180692/download,XC180692-Speckled ChachalacaLL22014.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180692-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180692-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180692-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180692-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180692-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180692-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180692-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:07,10:00,2014-05-21,2014-06-03,[],,yes,yes,no,,,no,,,44100
180691,Ortalis,guttata,,birds,Speckled Chachalaca,Mike Nelson,Peru,"Lago Lindo, San Martin",-6.7394,-76.2311,650,"call, song",,,field recording,//xeno-canto.org/180691,https://xeno-canto.org/180691/download,XC180691-Speckled ChachalacaLL12014.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180691-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180691-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180691-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC180691-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180691-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180691-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC180691-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:20,10:00,2014-05-21,2014-06-03,[],,yes,yes,no,,,no,,,44100
161359,Ortalis,guttata,guttata,birds,Speckled Chachalaca,Leonardo Ordóñez-Delgado,Ecuador,"ACP Amuicha Entza, Zamora, Zamora Chinchipe",-4.083,-78.8588,1500,song,,,field recording,//xeno-canto.org/161359,https://xeno-canto.org/161359/download,XC161359-2. Ortalis guttata XC.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC161359-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC161359-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC161359-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/ffts/XC161359-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/wave/XC161359-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/wave/XC161359-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RJNSQXBIJE/wave/XC161359-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,1:18,06:30,2013-12-22,2013-12-29,[],,no,no,no,,,no,,,44100
127216,Ortalis,guttata,,birds,Speckled Chachalaca,Oswaldo Cortes,Colombia,"Puerto Lopez, Meta",4.1809,-72.9136,170,song,,,field recording,//xeno-canto.org/127216,https://xeno-canto.org/127216/download,XC127216-Chachalaca Moteada · Ortalis guttata - APE NECTAR - LLAMADOS.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC127216-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC127216-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC127216-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC127216-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC127216-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC127216-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC127216-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:07,08:00,2013-03-04,2013-03-25,[],,yes,yes,no,,,no,,,44100
106303,Ortalis,guttata,,birds,Speckled Chachalaca,Oswaldo Cortes,Colombia,San Jose de Guaviare - Departamento del Guaviare,2.667,-72.6148,50,song,,,field recording,//xeno-canto.org/106303,https://xeno-canto.org/106303/download,Ortalis guttata guaviare.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC106303-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC106303-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC106303-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/ffts/XC106303-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC106303-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC106303-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VVDRVZCVWW/wave/XC106303-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:16,09:31,2012-06-26,2012-07-29,[],,unknown,unknown,unknown,,,no,,,44100
85262,Ortalis,guttata,guttata,birds,Speckled Chachalaca,Jeremy Minns,Brazil,Reserva Extrativista Alto Juruá. Foz do Breu,-9.4112,-72.7154,230,song,,,field recording,//xeno-canto.org/85262,https://xeno-canto.org/85262/download,ORTGUT04.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85262-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85262-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85262-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85262-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85262-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85262-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85262-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:40,07:00,1999-09-11,2011-08-03,['Saltator coerulescens'],Edge of terra firme forest.,unknown,unknown,unknown,,,no,,,44100
73999,Ortalis,guttata,,birds,Speckled Chachalaca,Joseph Tobias and Nathalie Seddon,Bolivia,"Coroico, La Paz, BO",-16.21058333,-67.72955556,1800,call,,,field recording,//xeno-canto.org/73999,https://xeno-canto.org/73999/download,Ortalis_guttata_T465.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/ffts/XC73999-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/ffts/XC73999-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/ffts/XC73999-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/ffts/XC73999-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/wave/XC73999-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/wave/XC73999-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/wave/XC73999-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,1:04,09:00,2005-11-23,2011-03-23,[],track T465. Habitat: Garden. Weather: ?. Perch height: 10m. Distance to observer: 5m. Id-ed by: Voice+Sight. Sex of main vocalizer: pair?. Number vocalizing: 2.,unknown,unknown,unknown,,,no,,,44100
